Ссылка на источник,Ссылка на пост,Текст поста,Коэффициент поста,Тема 1,Тема 2,Тема 3
https://www.facebook.com/bablorub,https://www.facebook.com/bablorub/posts/3324010380961188,"Российский бизнес сейчас выглядит так. Еще с ноготочками и в шубе, но завален на бок и тревожно подсматривает, кто работает, когда ему нельзя.",,Нехватка средств / закрытие бизнеса,,
https://www.facebook.com/bablorub,https://www.facebook.com/bablorub/posts/3321417807887112,"Юра достал листочек и написал.
- Сократилась выручка на 50%.
- Убираем 30% ФЗП вообще вместе с сотрудниками. Остается 70%.
- Оставшиеся 70% режем пополам, получаем 35% от докарантинного ФЗП.
- Договоримся о скидках за аренду или каникулах. Или просто закроем офисы.
- Выходим на ноль. Можно пересидеть до конца карантина.
Собственно, а кто ожидал, что бизнес будет действовать иначе и сохранять все в полном объеме?",,Нехватка средств / закрытие бизнеса,,
https://www.facebook.com/profile.php?id=100008278056795,https://www.facebook.com/permalink.php?story_fbid=2725636624388913&id=100008278056795,"Forbes прогнозирует падение спроса практически на все. Неутешительный прогноз. Одно радует: интернет торговля процветает, практически все адаптировались к онлайн рынку. Можно не нести расходы по содержанию офлайна и при этом зарабатывать. ",,Снижение потребительского спроса,Необходимость адаптироваться под новые условия,
https://www.facebook.com/profile.php?id=100008278056795,https://www.facebook.com/permalink.php?story_fbid=2715846595367916&id=100008278056795,"В статье другой угол зрения на кризисные явления в бизнесе сегодня. Спасибо Primamedia , за поддержку предпринимательства! ",,Необходимость адаптироваться под новые условия,,
https://www.facebook.com/profile.php?id=100008278056795,https://www.facebook.com/permalink.php?story_fbid=2687089611576948&id=100008278056795,"Любого деятельного человека сейчас мучает вопрос: когда же, наконец, закончится,  вся эта история с пандемией. И даже не говорите, что это надолго.... Перемен!!! Требуют наши сердца!  ",,"Неопределенность, страх, выгорание из-за пандемии",,
https://www.facebook.com/profile.php?id=100008278056795,https://www.facebook.com/permalink.php?story_fbid=2672257959726780&id=100008278056795,"Возможность работать сейчас, это очень важно. Будем соблюдать правила дезинфекции ещё тщательней.",,,,
https://www.facebook.com/pavel.volodin.35,https://www.facebook.com/pavel.volodin.35/posts/2973980779388285?comment_id=2973983019388061,Ну что! Ограничения снимают. Цена на нефть зашкалила за 40 уе за бочку https://nefturals.ru/ Скажете случайность?,,,,
https://www.facebook.com/pavel.volodin.35,https://www.facebook.com/pavel.volodin.35/posts/2920192608100436,"Ограничения для граждан удивительно совпали с падением цен на нефть до 10уе за бочку. Послабления начались, когда цена нефти дошла до 30уе за бочку. Если полностью отменят ограничения, когда цена зашкалит за 40уе за бочку, то попытайтесь меня убедить, что это случайное совпадение!",,,,
https://www.facebook.com/pavel.volodin.35,https://www.facebook.com/pavel.volodin.35/posts/2910804845705879,"Коллекционирую способы. Ну так, для себя, на будущее. Сидение дома и выход на работу в онлайне привели к тому, что многие люди стали активнее пользоваться банковскими переводами. Но затем наступит время Ч, когда налоговая будет вызывать на допросы и спрашивать ""А откуда это у тебя, приятель, денежки пришли? А за что? А налоги уплатил?"" И тут даже не будет играть роли сумма. Важно другое. Есть деньги - плати! Нет деньги - тоже плати. Ведь налоги никто не отменял. Их отсрочили, мол, заплатите, но потом. Так как же передать деньги, например, одолженные у товарища? Один вариант - делать закладки! Как наркоманы делают закладки, так и тут с деньгами. А за то, что деньги нашёл, никто тебя в тюрьму не посадит. А вы что предложете?",,Административные препятствия для бизнеса,,
https://www.facebook.com/pavel.volodin.35,https://www.facebook.com/pavel.volodin.35/posts/2846590652127299,"Только и слышишь - короновирус. Всё закрыто, никто не работает. Ну закончится он, вирус этот. Что дальше с бизнесом будет?",,Нехватка средств / закрытие бизнеса,,
https://www.facebook.com/pavel.volodin.35,https://www.facebook.com/pavel.volodin.35/posts/2839254609527570?comment_id=2839256532860711,"Саудиты, наплевав на все договорённости и соглашения, продолжают увеличение объемов добычи и демпинг. При этом такая политика саудитов направлена на европейский рынок. Это говорит о том, что с европейского рынка выжимают Россию. А поскольку бюджет России имеет очень сильную ресурсную зависимость, то в нём, в бюджете этом, образовывается не просто дыра – ДЫРИЩА! За чей счет она будет покрываться. Разумеется, за счет граждан. Чего ждём? 1.Повышения налогов за вся и всё. 2.Усиление давления государства на бизнес (кошмарили, кошмарим, но «лучшее» вы ещё только увидите) 3.Рост безработицы (в условиях необходимости платить аренду, не имея дохода, многие предприятия закроются. 4.Рост преступности (закабалённые кредитами граждане будут искать деньги, чтобы кормить себя и детей и не всегда честными способами) 5.Рост расходов на содержание полицаев и СС (должен же кто-то защищать драгоценные задницы наших правителей от праведного гнева народа и, заметьте, снова из карманов граждан) 6.Медицина. И без того переживающие не лучшие времена врачи окажутся в ещё более сложном положении. Потому как развитие медицины и подготовка квалифицированных кадров, а также обеспечение социалки для этих самых кадров – это затраты. Затраты из того самого бюджета, в котором дырища! 7.Образование. Читайте пункт про медицину. Ничего принципиально иного, кроме специализации.
Что стоит признать? Стоит признать, что маленькая Саудовская Аравия конкурентную войну с большой Россией выиграла. Пока Россия показывала свою мощь в Сирии, бряцкая оружием и теряя бойцов (да-да, потери там были, вспомнить хотя бы Олега Пешкова (Царствие Небесное рабу Божия Олегу)), тратя деньги бюджета, саудиты не парились и копили деньги для ценовой войны. И даже если сейчас саудиты в минусе, то они гораздо дольше нас могут быть в минусе, пока исчерпают все свои запасы. Да и США, правила игры по нефти с которыми для саудитов не изменились, поможет союзнику. Также стоит признать, что вместо того, чтобы инвестировать в реальные сектора экономики, например, в сельское хозяйство, наши властьимущие игрались с ценными бумагами других стран (за что от тех стран искренняя благодарность, ибо поддержали мы их экономику, но никак не свою). Кстати, о сельском хозяйстве. Были громкие заявления о том, что мы зерно продаем. И много! Вопрос – а зачем?! А может лучше часть зерна пускать на производство комбикормов, которыми откармливать скот, чтобы продавать не зерно, а мясо (мясо как-то намного дороже стоит, чем зерно). Да и производство – это всегда рабочие места. И животноводство тоже рабочие места. А мы мясо из Аргентины тащим. «Гении» экономики!",,Отсутствие реформ,,
https://www.facebook.com/pavel.volodin.35,https://www.facebook.com/pavel.volodin.35/posts/2822009667918731?comment_id=2822012751251756,"Продолжается режим карантина, самоизоляции. Но есть компании, продолжающие работать. Их владельцев и управленцев можно понять. Они и сами хотят жить, они и денег должны заработать, чтобы платить зарплату людям и оставить за этими самыми людьми рабочие места. Но! К таким компаниям могут быть применены штрафные санкции - штрафы! Получается, что те, кто пытается хоть что-то в экономике спасти, должны быть наказаны?",,Административные препятствия для бизнеса,Нелогичность ограничительных мер,
https://www.facebook.com/EkaterinaRumyantseva.Kalinka,https://www.facebook.com/EkaterinaRumyantseva.Kalinka/posts/3031146873672138,"Инвестиционный рынок - это устройство перераспределения денег от нетерпеливых инвесторов к терпеливым.
Объем предложения и количество лотов в апреле пошли на спад. Но рынок не был мертвым. С момента снятия ограничительных мер начал реализовываться отложенный спрос. Лето покажет, оправдается ли этот прогноз.
Как вы считаете?",,,,
https://www.facebook.com/EkaterinaRumyantseva.Kalinka,https://www.facebook.com/EkaterinaRumyantseva.Kalinka/posts/3028204063966419,"Разумный брокер - это реалист, который продает недвижимость оптимистам и покупает у пессимистов )) .
Посмотрите на сводные показатели сделок: первый квартал 2020го стал более удачным, чем в 2019м. При этом 40% сделок составили мартовские.
Как считаете, итоги второго квартала покажут другую картину?",,"Успехи, достижения бизнеса",,
https://www.facebook.com/EkaterinaRumyantseva.Kalinka,https://www.facebook.com/EkaterinaRumyantseva.Kalinka/posts/3001901086596717,"Вебинар «Откровенный разговор с брокером»
▪️
Вечер 10 июня мы провели подробно анализируя рынок элитной недвижимости в карантинный период. Давали экспертную оценку, делились своим мнением, отвечали на ваши вопросы.
▪️
Последние месяцы самым драматическим образом сказались на рынке недвижимости. Существенно потеряли в цене активы в разных сегментах рынка разных стран.
▪️
На вебинаре был высказан прогноз о не линейном изменении цен: 60% подешевеет, 20% вырастет, а еще 20% останется в той же цене.
▪️
Наши брокеры, с опытом работы на рынках недвижимости более 18 лет, прошедшие не один кризис, поделились своими знаниями и экспертизой:
▪️
✔️ Как действовать продавцу и покупателю.
✔️ Что продать, чтобы выгодно купить - в каких сегментах и с каким бюджетом.
✔️ Возможно ли быстро заработать на недвижимости.
✔️ Какие тренды набирают обороты.
✔️Как спасти и сохранить капитал.
▪️
Честная и открытая позиция, реальные кейсы от реальных экспертов, готовьте вопросы и присоединяйтесь! Будет интересно и очень полезно.
▪️
За информацией, о самых актуальных объектах обращайтесь по телефону: 84950214450",,,,
https://www.facebook.com/EkaterinaRumyantseva.Kalinka,https://www.facebook.com/EkaterinaRumyantseva.Kalinka/posts/2999521746834651,"Мы в Калинке подвели итоги за первые четыре месяца этого года на рынке высокобюджетной недвижимости, расположенной в Центральном округе Москвы. Это не совсем обычно: всегда подводим итоги месяца, квартала, полугодия и года, но в этот раз вмешались пандемия и карантин.
▪
Что самое главное? Объём предложения уменьшился по отношению к концу прошлого года — и это не могло не повлиять на цены. Все заметнее, конечно, в сегменте премиум: лотов здесь стало меньше на 16%, а средняя цена за лот выросла на 6%. В сегментах elite и de luxe эта динамика более сглаженная: - 4% и +3% соответственно.
▪
Конечно, так произошло не равномерно на всем рынке ЦАО. Цены повысились только в самых успешных проектах — а были и такие, где застройщики по разным причинам рассматривали возможность дисконтирования, так что при нашем участии состоялись интересные с инвестиционной точки зрения сделки.
▪
И несмотря на то, что в карантинном апреле логично произошёл провал спроса — он тогда рухнул сразу на 86%, но заметьте, не на 99% — да, так вот, в премиальном сегменте за 4 месяца все равно на 6% выросло количество сделок по отношению к предыдущему периоду.
▪
А вот интересное: в апреле покупали не какие-нибудь, а дорогостоящие лоты: средний бюджет сделки по отношению к прошлому апрелю, когда никакой пандемии не было и в помине, увеличился на 14%, до 83 млн рублей. Для профессионалов не секрет, что в большинстве своём это были инвестиционные сделки. Несмотря на сложности с просмотрами, клиенты выводили в недвижимость рубли, грозившие обесцениться.
▪
Если сложить всё вместе, то получается, что никаких данных за то, что цены в ЦАО будут снижаться в ближайшей и даже среднесрочной перспективе, у нас нет. И даже напротив: они будут постепенно расти. Поэтому ещё и сейчас не поздно войти в качественный проект на стадии строительства, чтобы впоследствии получить свой гешефт. Обещаю: если вы будете покупать с нами, мы добьёмся для вас хорошей скидки, а затем выгодно продадим ваше приобретение.
▪
В следующий раз расскажу, почему не всякий инвестор продаёт квартиру в премиальной новостройке, хотя и покупал именно с такой целью. Подписывайтесь, ставьте мой блог в приоритет — будет интересно.",,,,
https://www.facebook.com/EkaterinaRumyantseva.Kalinka,https://www.facebook.com/EkaterinaRumyantseva.Kalinka/posts/2996581137128712,"“Недвижимость не может быть потеряна или украдена, ее нельзя унести. Приобретенная со здравым смыслом, оплачиваемая в полном объеме и управляемая с должной заботой она - самая безопасная инвестиция в мире.”  Слова Франклина Рузвельта срезонировали с мои состоянием и рабочим настроем.
Смотрю на итоги мая и вижу подтверждение тому, что недвижимость сейчас, да и вообще всегда, одна из лучших инвестиционных возможностей. 
▪️
Май был уникален.
Группа компаний в целом выполнила план на 131%.
Kalinka Ibternational показала заявила о себе, как о серьезном игроке на рынке зарубежной недвижимости. Уверена, рывок будет ощутимым, после открытия границ.
Kalinka Realty, которая занимается жилой городской недвижимостью - на 196% .
Департамент загородной аренды на 128% .
А один из городских департаментов – на 773%!
Только в Калинке возможно совершить такое чудо, если работать, не покладая рук. Все возможно, потому что все в наших руках. И даже в период изоляции мы показываем превосходные результаты. 
▪️
Cамоизоляция создала возможность пообщаться онлайн с клиентами, оказать им помощь и стать навигатором на рынке элитной недвижимости. Мы постоянно на связи, мы приносим много полезной, ценной сейчас информации, рассказывая, что происходит, на что обратить внимание, какая стратегия сегодня выигрышна и почему.
▪️
Наши вебинары очень здорово греют клиентов. После них мы видим большое количество “тёплых” заявок и звонков, которые возвращаются в воронку. Меня приглашают выступать перед клиентами финансовых организаций, зовут на радио. А в июне мы впервые будем участвовать в онлайн выставке элитной недвижимости.
▪️
Эта весна была не простой. Было принято много сложных решений. Время покажет их правильность и эффективность!",,"Успехи, достижения бизнеса",Необходимость адаптироваться под новые условия,Перспективы развития
https://www.facebook.com/EkaterinaRumyantseva.Kalinka,https://www.facebook.com/EkaterinaRumyantseva.Kalinka/posts/2994028907383935,"Лето: все только начинается.
Первые дни июня принесли не только тепло солнца, но скорректировали структуру спроса на рынке загородной недвижимости.
▪️
В мае аренда пошла на спад. Все ликвидные предложения смели и начался бум покупок. В марте-апреле из-за сложностей с оформлением сформировался отложенный спрос. Государственные регистрирующие органы были закрыты. Хотя возможность электронной регистрации существовала, даже у представителей госорганов не было понимания, как проводить эти процедуры. Да и электронные подписи мало у кого были готовы.
▪️
Сейчас мы фиксируем сильный всплеск по просмотрам и сделкам.
Если в начале пандемии повышенный интерес вызывал сегмент до 1 млн долларов, то в мае клиенты стали обращаться за покупкой домов в среднем сегменте -  2-3 млн долларов, в высоком - свыше 5 млн долларов и в ультравысоком – выше 10, даже выше 20 млн долларов.
Те, кто раньше не проводил время внутри страны, имея много недвижимости за границей, стали рассматривать местную загородную недвижимость как вариант для покупки. Ликвидные объекты на продажу очень активно вымываются. Благодаря сформированному отложенному спросу в июне мы прогнозируем, что департамент загородной недвижимости Kalinka Group выполнит план продаж примерно на 500%.
▪️
О падении цен речи не идет. Если на рынке и появляются дисконты – они стандартны, 10%.
Продаются в первую очередь объекты, на которые цена сохранилась прежней в рублевом эквиваленте. 
▪️
Сроки сделки сокращаются, решения принимаются быстро. Клиенты понимают, что мир изменился, возможно осенью будет вторая волна пандемии. Есть вероятность, что границы, даже если их и откроют частично летом, осенью могут быть снова закрыты. Все это изменило отношение к загородной недвижимости. Ценность безопасности и комфорта для семьи, близости к природе, намного возросла.
▪️
Хотите обсудить детали? Звоните: 84950214450.",,Опасения второй волны,"Успехи, достижения бизнеса",
https://www.facebook.com/EkaterinaRumyantseva.Kalinka,https://www.facebook.com/EkaterinaRumyantseva.Kalinka/posts/2947969851989841,"Продолжение. Найдите начало, нажав на первый хэштег.
▪
Нетрудно предположить, что офисный сегмент вновь ожидает обвал — если только не начнётся его реформация. Мое мнение: она предопределена. Дело в том, что совсем исключить офисные пространства из бизнеса невозможно. Необходимо проводить переговоры tête-à-tête, с оригиналами документов — и положа руку на сердце, рестораны для этого не очень подходят. Да и для работы в одиночестве тоже: как минимум некомфортно выходить на Zoom-конференцию. О работе из дома и говорить нечего, ведь большинство работающих — это мамы и папы. Сотрудники с тремя детьми или с одним трёхлетним вряд ли найдут дома тихую комнату даже на 5-6 часов, не говоря уже о восьми.
▪
Решение было найдено задолго до того, как коронавирус перевернул нашу жизнь. Уже несколько лет успешно развивается сегмент коворкингов — и именно они придут на смену многим традиционным офисам. В них появятся новые форматы, переговорные займут больше пространства, вырастет число премиальных коворкингов — сейчас их немного, и эта ниша практически свободна.
▪
Почему коворкинги? Это самый надежный способ иметь хорошо оборудованный и удобно расположенный офис — и не иметь обязательств по оплате, кроме тех дней, когда он действительно используется. Если пандемия сначала отступит, а затем второй волной вернётся назад, то последствия для бизнеса уже не будут так катастрофичны, какими они представляются сейчас.
▪
Инвесторы могут воспользоваться этой ситуацией, инициируя или только вкладываясь в подобный бизнес — безусловно, они получат прибыль. Собственники офисных центров, вовремя переформатировавшие свои помещения, также смогут сохранить входящий финансовый поток, даже если и потеряют текущих арендодателей.
▪
В следующей серии моих прогнозов место действия будет перенесено из Москвы, которую я в основном имела в виду, рассказывая о складском и офисном сегментах, в Сочи — и речь пойдет уже о жилой недвижимости. Там много неожиданного, приходите завтра — не пожалеете.",,Необходимость адаптироваться под новые условия,,
https://www.facebook.com/EkaterinaRumyantseva.Kalinka,https://www.facebook.com/EkaterinaRumyantseva.Kalinka/posts/2932397023547124,"После вчерашнего поста в ЛС посыпались вопросы про девелоперов и продажи. Отвечаю. В целом продажи по городу, конечно, упали (примерно на 60%, по некоторым проектам на 100%) — иначе и быть не могло. Шок, самоизоляция, многие профессионалы оказались просто не готовы к такому повороту. Лучше других чувствовали себя те, кто уже начал вводить технологию онлайн-просмотров, но это не массовая история. Да и покупатели, скажу честно, пока ещё реагируют на такие предложения с большой осторожностью.
▪
И тем не менее. Закрывались мартовские сделки, некоторые проходили частично и даже полностью (помните, я рассказывала недавно об этом?) в онлайн. Одна сделка в апреле прошла в Titul, 3 в «Вишнёвом саде», 8 в Lucky, 10 в Capital Towers. По факту даже больше, последние апрельские закрывают в мае. Средний чек по Москве — ₽70 млн. Средние площади квартир в новых сделках по продаже стали уменьшаться, и я понимаю, почему: немалая часть сделок — инвестиционные, а инвестору при последующей продаже выгодно, чтобы срок экспозиции был коротким. Само собой, меньшие площади обычно уходят быстрее (хотя это правило действует и не всегда, ещё напишу об этом).
▪
Проданы оба пентхауса в «Бродском», это самые крупные сделки за апрель, стоимость каждого более ₽1 млрд.
▪
Знаю, что по премиум-сегменту наши результаты — одни из лучших в Москве, если не самые лучшие. Это объяснимо: за нами опыт прохождения нескольких кризисов, мы успели заслужить доверие уже не первого поколения клиентов, а также девелоперов — тем и другим мы всегда стремимся помочь, поддержать, внести свой вклад в улучшение качества продукта и жизни.
▪
Апрель и май в этом году не просто не похожи друг на друга — они ещё и сами на себя не похожи. Обычно в апреле все растёт, многие покупатели, потратившие остаток зимы и половину весны на поиск и выбор, торопятся закрыть сделки до майских праздников. А в мае активность рынка снижается, все уезжают — кто за город, кто к океану — и потому и обращений, и сделок намного меньше. В этот раз апрель был сами видите какой — по объективным причинам. А сейчас покупатели с каждым днём все активнее, у нас, например, на этой неделе обращений на 300% больше, чем на прошлой. И думаю, это не предел.
▪
Сезон на загородном рынке сместился — там колоссальный рост спроса, примерно 400%, по нашим данным. Обычно аренда заканчивается в апреле, а тут она в апреле рванула вверх так, что удивились даже бывалые. И сейчас мы просто вынуждены расширять свой и клиентский кругозор, переходить с традиционных Рублевки, Новой Риги и Минки, где практически все закончилось, на Киевское, Дмитровское, Осташковское шоссе, где ещё что-то интересное есть. Снимают в среднем за ₽1 млн в месяц, а в Николино мы недавно сдали большой дом, 1000 м², за ₽2,8 млн в месяц.
▪
Прервусь на этом, а завтра вас ждут мои прогнозы на ближайшее будущее. Приходите, будет неожиданно.",,"Успехи, достижения бизнеса",Бизнес справился с кризисом,
https://www.facebook.com/EkaterinaRumyantseva.Kalinka,https://www.facebook.com/EkaterinaRumyantseva.Kalinka/posts/2912872468832913,"Ну что же, друзья, мы в Калинке подвели итоги апреля и свидетельствуем: закон сохранения энергии работает. Да, на городском рынке по сравнению с мирным временем наблюдается драматическое снижение активности, поскольку клиенты все ещё не могут выезжать на просмотры, но! Зато отдел загородных продаж перевыполнил план на 200%, а загородная аренда — на 570%.
▪
И сейчас, когда предложения уже в подавляющем большинстве разобраны, мы по-прежнему наблюдаем высочайший спрос на аренду домов в Подмосковье. Поэтому расширяем географию, мониторим не только традиционные Рублево-Успенское, Минское шоссе и Новую Ригу, но также находим интересные варианты на Киевском, Калужском, Дмитровском и Осташковском шоссе.
▪
Растёт спрос на покупку загородных домов, и уже есть заявки в сверхвысоких бюджетах. Мы в мае закроем как минимум две крупные сделки на Рублёвке, там всё уже готово. Я думаю, что девелоперы должны наконец активизироваться, и ответом на галопирующий спрос станут новые посёлки — в том числе арендные. Это тренд, это насущная необходимость наших клиентов — и поскольку безопасность всегда была одним из главных критериев покупателей и арендаторов премиального жилья, то это осознанный ими выбор и это надолго.
▪
Важно: начались полноценные дистанционные покупки. Пока мы пребывали в самоизоляции, вовсю шли онлайн-показы, и за апрель мы успели принять несколько задатков, причём один из них от покупателя из Красноярска, который, разумеется, всё это время никуда из дома не выезжал. Да, ещё непривычно, но постепенно клиенты адаптируются к новым условиям, понимая, что ограничения, полные или частичные, могут продлиться достаточно долго, а вопросы с недвижимостью требуют решения уже сейчас.
▪
Ожидаем, что после окончания карантина начнётся бум покупок и на городском рынке жилья. СМИ уже пишут о грядущем revenge spending в связи с отложенным спросом на одежду и обувь — так вот я думаю, что в недвижимости будет всё то же самое. У нас в апреле состоялось много показов, но как я уже сказала, принимать решение, имея в своём распоряжении только видео, пускай и чрезвычайно подробное, могут пока далеко не все. Но многие находятся на низком старте и готовы к тому, чтобы финализировать сделки. Терпение клиентов близко к пределу, они хотят выезжать, смотреть, покупать.
▪
За пределами Московского региона также представляют интерес рынки Сочи и Ялты, как по продаже домов и квартир, так и по аренде курортных объектов. Предложение там крайне ограничено, но мы верим в эти города, верим в развитие Крыма, который любим многими клиентами. Об этом я ещё напишу подробнее — подписывайтесь и читайте.",,"Успехи, достижения бизнеса",,
https://www.facebook.com/EkaterinaRumyantseva.Kalinka,https://www.facebook.com/EkaterinaRumyantseva.Kalinka/posts/2892059720914188,"«Масштаб бедствия будет зависеть от того, как долго продлится пандемия. Если все закончится во втором квартале, будут одни последствия, если продлится дольше — другие. И мы не знаем пока, насколько они будут объемными и катастрофичными. Но уже понятно, что коронавирус повлияет на всё человечество и частично изменит ценности и наших клиентов.
Март прошел неплохо, у некоторых застройщиков были пиковые продажи, планы перевыполнены в два-три раза. У ряда других девелоперов перевыполнения не было — всплески возникали за счет девальвации рубля. В апреле наступило затишье из-за карантина. Клиенты сидят в самоизоляции, практически не выезжают. К дистанционным форматам работы им ещё предстоит привыкнуть, поэтому я ожидаю, что 95% сделок будут отложены до окончания карантина.
И тем не менее, рынок жив, он не встал, обращения есть.»
▪
Вот так я начала свой рассказ о том, как выглядит премиальный рынок недвижимости прямо сейчас, для портала ЦИАН. Пользуясь случаем, хочу добавить: мне очень нравится этот проект с его мощной командой и постоянным стремлением к совершенствованию. Поговорку «Лучшее враг хорошего» здесь не приемлют, потому-то ЦИАН и идёт по своему пути, словно на нем сапоги-скороходы. Лет пять назад я и представить себе не могла, с каким удовольствием буду давать интервью для него.",,"Неопределенность, страх, выгорание из-за пандемии",Необходимость адаптироваться под новые условия,
https://www.facebook.com/EkaterinaRumyantseva.Kalinka,https://www.facebook.com/EkaterinaRumyantseva.Kalinka/posts/2875513929235434,"#вчемотличие - Чем сегодняшний кризис отличается от предыдущих?
- Эпидемия спровоцировала общемировой кризис, в том числе и финансовый. Ситуация сегодня намного сложнее и более непредсказуема, прогнозы строить сложно, ориентироваться приходится в моменте. Экономика страны, кроме отраслей, первыми попавших под удар (туристическая, авиаперевозки), последствий пандемии еще не ощутила.
Предыдущие кризисы носили чисто экономический характер. Сейчас мы находимся в рамках самоизоляции, лишены возможности физически перемещаться, проводить показы, ездить на переговоры. Это мы переживаем впервые.
Кризис еще только начинается, и его масштаб будет зависеть от того, как долго продлится пандемия. Если все закончится во втором квартале, будут одни последствия, если продлится дольше, другие. И мы не знаем пока, насколько они будут объемными и катастрофичными. Но уже сегодня можно сказать, что пандемия повлияет на гуманитарные ценности всего человечества, частично изменит ценности, в частности, и наших клиентов.",,"Неопределенность, страх, выгорание из-за пандемии",,
